ORDERNUMBER,QUANTITYORDERED,PRICEEACH,MSRP,SALES,PROFIT_LOSS,ORDERDATE,PRODUCTCODE,STATUS,QTR_ID,MONTH_ID,YEAR_ID
10195,44,66.47,57,2924.68,416.68,11/25/2003,S24_1444,Shipped,4,11,2003
10207,49,46.82,57,2294.18,-498.82,12/9/2003,S24_1444,Shipped,4,12,2003
10220,26,56.07,57,1457.82,-24.18,2/12/2004,S24_1444,Shipped,1,2,2004
10230,36,54.33,57,1955.88,-96.12,3/15/2004,S24_1444,Shipped,1,3,2004
10246,44,52.6,57,2314.4,-193.6,5/5/2004,S24_1444,Shipped,2,5,2004
10259,28,46.82,57,1310.96,-285.04,6/15/2004,S24_1444,Shipped,2,6,2004
10271,45,64.74,57,2913.3,348.3,7/20/2004,S24_1444,Shipped,3,7,2004
10282,29,46.82,57,1357.78,-295.22,8/20/2004,S24_1444,Shipped,3,8,2004
10292,40,53.75,57,2150,-130,9/8/2004,S24_1444,Shipped,3,9,2004
10305,45,61.85,57,2783.25,218.25,10/13/2004,S24_1444,Shipped,4,10,2004
10314,44,53.18,57,2339.92,-168.08,10/22/2004,S24_1444,Shipped,4,10,2004
10324,25,69.16,57,1729,304,11/5/2004,S24_1444,Shipped,4,11,2004
10336,45,100,57,5972.4,3407.4,11/20/2004,S24_1444,Shipped,4,11,2004
10349,48,47.4,57,2275.2,-460.8,12/1/2004,S24_1444,Shipped,4,12,2004
10358,44,60.76,57,2673.44,165.44,12/10/2004,S24_1444,Shipped,4,12,2004
10371,25,97.27,57,2431.75,1006.75,1/23/2005,S24_1444,Shipped,1,1,2005
10383,22,91.76,57,2018.72,764.72,2/22/2005,S24_1444,Shipped,1,2,2005
10394,31,50.29,57,1558.99,-208.01,3/15/2005,S24_1444,Shipped,1,3,2005
10412,21,52.6,57,1104.6,-92.4,5/3/2005,S24_1444,Shipped,2,5,2005
10425,55,46.82,57,2575.1,-559.9,5/31/2005,S24_1444,In Process,2,5,2005
10107,25,100,112,2845.75,45.75,2/24/2003,S24_1578,Shipped,1,2,2003
10120,35,98.05,112,3431.75,-488.25,4/29/2003,S24_1578,Shipped,2,4,2003
10134,35,93.54,112,3273.9,-646.1,7/1/2003,S24_1578,Shipped,3,7,2003
10145,43,95.8,112,4119.4,-696.6,8/25/2003,S24_1578,Shipped,3,8,2003
10159,44,100,112,5355.68,427.68,10/10/2003,S24_1578,Shipped,4,10,2003
10168,50,100,112,5747.5,147.5,10/28/2003,S24_1578,Shipped,4,10,2003
10180,48,100,112,5355.36,-20.64,11/11/2003,S24_1578,Shipped,4,11,2003
10188,25,100,112,2535.75,-264.25,11/18/2003,S24_1578,Shipped,4,11,2003
10201,39,100,112,4351.23,-16.77,12/1/2003,S24_1578,Shipped,4,12,2003
10211,25,90.16,112,2254,-546,1/15/2004,S24_1578,Shipped,1,1,2004
10223,32,91.29,112,2921.28,-662.72,2/20/2004,S24_1578,Shipped,1,2,2004
10237,20,100,112,2299,59,4/5/2004,S24_1578,Shipped,2,4,2004
10251,26,100,112,2637.18,-274.82,5/18/2004,S24_1578,Shipped,2,5,2004
10263,42,100,112,4307.52,-396.48,6/28/2004,S24_1578,Shipped,2,6,2004
10275,21,100,112,2153.76,-198.24,7/23/2004,S24_1578,Shipped,3,7,2004
10285,34,100,112,3716.88,-91.12,8/27/2004,S24_1578,Shipped,3,8,2004
10299,47,100,112,5455.76,191.76,9/30/2004,S24_1578,Shipped,3,9,2004
10309,21,100,112,2650.62,298.62,10/15/2004,S24_1578,Shipped,4,10,2004
10318,48,100,112,6437.28,1061.28,11/2/2004,S24_1578,Shipped,4,11,2004
10329,30,87.78,112,2633.4,-726.6,11/15/2004,S24_1578,Shipped,4,11,2004
10339,27,84.39,112,2278.53,-745.47,11/23/2004,S24_1578,Shipped,4,11,2004
10362,50,96.92,112,4846,-754,1/5/2005,S24_1578,Shipped,1,1,2005
10374,38,100,112,4197.1,-58.9,2/2/2005,S24_1578,Shipped,1,2,2005
10389,45,100,112,4597.65,-442.35,3/3/2005,S24_1578,Shipped,1,3,2005
10403,46,100,112,5287.7,135.7,4/8/2005,S24_1578,Shipped,2,4,2005
10417,35,100,112,3550.05,-369.95,5/13/2005,S24_1578,Disputed,2,5,2005
10110,29,59.37,50,1721.73,271.73,3/18/2003,S24_1628,Shipped,1,3,2003
10123,50,59.87,50,2993.5,493.5,5/20/2003,S24_1628,Shipped,2,5,2003
10137,26,49.81,50,1295.06,-4.94,7/10/2003,S24_1628,Shipped,3,7,2003
10148,47,56.85,50,2671.95,321.95,9/11/2003,S24_1628,Shipped,3,9,2003
10161,23,53.33,50,1226.59,76.59,10/17/2003,S24_1628,Shipped,4,10,2003
10172,34,42.76,50,1453.84,-246.16,11/5/2003,S24_1628,Shipped,4,11,2003
10181,34,53.83,50,1830.22,130.22,11/12/2003,S24_1628,Shipped,4,11,2003
10192,47,53.83,50,2530.01,180.01,11/20/2003,S24_1628,Shipped,4,11,2003
10204,45,49.81,50,2241.45,-8.55,12/2/2003,S24_1628,Shipped,4,12,2003
10212,45,53.33,50,2399.85,149.85,1/16/2004,S24_1628,Shipped,1,1,2004
10226,36,43.27,50,1557.72,-242.28,2/26/2004,S24_1628,Shipped,1,2,2004
10241,21,40.25,50,845.25,-204.75,4/13/2004,S24_1628,Shipped,2,4,2004
10266,28,48.3,50,1352.4,-47.6,7/6/2004,S24_1628,Shipped,3,7,2004
10278,35,45.28,50,1584.8,-165.2,8/6/2004,S24_1628,Shipped,3,8,2004
10288,50,52.32,50,2616,116,9/1/2004,S24_1628,Shipped,3,9,2004
10301,22,51.32,50,1129.04,29.04,10/5/2003,S24_1628,Shipped,4,10,2003
10311,45,49.3,50,2218.5,-31.5,10/16/2004,S24_1628,Shipped,4,10,2004
10321,48,42.26,50,2028.48,-371.52,11/4/2004,S24_1628,Shipped,4,11,2004
10332,20,87.96,50,1759.2,759.2,11/17/2004,S24_1628,Shipped,4,11,2004
10343,27,36.21,50,977.67,-372.33,11/24/2004,S24_1628,Shipped,4,11,2004
10367,38,38.5,50,1463,-437,1/12/2005,S24_1628,Resolved,1,1,2005
10379,32,100,50,3970.56,2370.56,2/10/2005,S24_1628,Shipped,1,2,2005
10407,64,40.25,50,2576,-624,4/22/2005,S24_1628,On Hold,2,4,2005
10420,37,60.37,50,2233.69,383.69,5/29/2005,S24_1628,In Process,2,5,2005
10106,28,88.63,109,2481.64,-570.36,2/17/2003,S24_1785,Shipped,1,2,2003
10120,39,100,109,4651.53,400.53,4/29/2003,S24_1785,Shipped,2,4,2003
10133,41,94.1,109,3858.1,-610.9,6/27/2003,S24_1785,Shipped,2,6,2003
10145,40,87.54,109,3501.6,-858.4,8/25/2003,S24_1785,Shipped,3,8,2003
10168,49,100,109,6433.7,1092.7,10/28/2003,S24_1785,Shipped,4,10,2003
10210,27,98.48,109,2658.96,-284.04,1/12/2004,S24_1785,Shipped,1,1,2004
10223,34,100,109,3608.76,-97.24,2/20/2004,S24_1785,Shipped,1,2,2004
10235,23,96.29,109,2214.67,-292.33,4/2/2004,S24_1785,Shipped,2,4,2004
10250,31,88.63,109,2747.53,-631.47,5/11/2004,S24_1785,Shipped,2,5,2004
10262,34,97.38,109,3310.92,-395.08,6/24/2004,S24_1785,Cancelled,2,6,2004
10275,25,95.2,109,2380,-345,7/23/2004,S24_1785,Shipped,3,7,2004
10284,22,100,109,2310.88,-87.12,8/21/2004,S24_1785,Shipped,3,8,2004
10297,32,100,109,4061.76,573.76,9/16/2004,S24_1785,Shipped,3,9,2004
10308,31,100,109,3493.7,114.7,10/15/2004,S24_1785,Shipped,4,10,2004
10316,25,100,109,2872.25,147.25,11/1/2004,S24_1785,Shipped,4,11,2004
10328,47,87.54,109,4114.38,-1008.62,11/12/2004,S24_1785,Shipped,4,11,2004
10339,21,50.65,109,1063.65,-1225.35,11/23/2004,S24_1785,Shipped,4,11,2004
10353,28,71.73,109,2008.44,-1043.56,12/4/2004,S24_1785,Shipped,4,12,2004
10374,46,94.1,109,4328.6,-685.4,2/2/2005,S24_1785,Shipped,1,2,2005
10386,33,41.71,109,1376.43,-2220.57,3/1/2005,S24_1785,Resolved,1,3,2005
10398,43,100,109,5552.16,865.16,3/30/2005,S24_1785,Shipped,1,3,2005
10401,38,96.29,109,3659.02,-482.98,4/3/2005,S24_1785,On Hold,2,4,2005
10416,47,88.63,109,4165.61,-957.39,5/10/2005,S24_1785,Shipped,2,5,2005
10101,45,31.2,33,1404,-81,1/9/2003,S24_1937,Shipped,1,1,2003
10110,20,35.51,33,710.2,50.2,3/18/2003,S24_1937,Shipped,1,3,2003
10124,45,37.84,33,1702.8,217.8,5/21/2003,S24_1937,Shipped,2,5,2003
10149,36,33.19,33,1194.84,6.84,9/12/2003,S24_1937,Shipped,3,9,2003
10162,37,27.22,33,1007.14,-213.86,10/18/2003,S24_1937,Shipped,4,10,2003
10173,31,31.53,33,977.43,-45.57,11/5/2003,S24_1937,Shipped,4,11,2003
10182,39,36.84,33,1436.76,149.76,11/12/2003,S24_1937,Shipped,4,11,2003
10193,26,29.21,33,759.46,-98.54,11/21/2003,S24_1937,Shipped,4,11,2003
10205,32,37.17,33,1189.44,133.44,12/3/2003,S24_1937,Shipped,4,12,2003
10214,20,34.19,33,683.8,23.8,1/26/2004,S24_1937,Shipped,1,1,2004
10227,42,29.21,33,1226.82,-159.18,3/2/2004,S24_1937,Shipped,1,3,2004
10243,33,29.54,33,974.82,-114.18,4/26/2004,S24_1937,Shipped,2,4,2004
10280,20,28.88,33,577.6,-82.4,8/17/2004,S24_1937,Shipped,3,8,2004
10288,29,38.17,33,1106.93,149.93,9/1/2004,S24_1937,Shipped,3,9,2004
10304,23,30.2,33,694.6,-64.4,10/11/2004,S24_1937,Shipped,4,10,2004
10312,39,29.54,33,1152.06,-134.94,10/21/2004,S24_1937,Shipped,4,10,2004
10322,20,100,33,2624,1964,11/4/2004,S24_1937,Shipped,4,11,2004
10332,45,81.91,33,3685.95,2200.95,11/17/2004,S24_1937,Shipped,4,11,2004
10344,20,35.18,33,703.6,43.6,11/25/2004,S24_1937,Shipped,4,11,2004
10356,48,100,33,9720,8136,12/9/2004,S24_1937,Shipped,4,12,2004
10367,23,36.29,33,834.67,75.67,1/12/2005,S24_1937,Resolved,1,1,2005
10380,32,70.56,33,2257.92,1201.92,2/16/2005,S24_1937,Shipped,1,2,2005
10391,33,100,33,8344.71,7255.71,3/9/2005,S24_1937,Shipped,1,3,2005
10409,61,29.54,33,1801.94,-211.06,4/23/2005,S24_1937,Shipped,2,4,2005
10420,45,26.88,33,1209.6,-275.4,5/29/2005,S24_1937,In Process,2,5,2005
10107,38,83.03,76,3155.14,267.14,2/24/2003,S24_2000,Shipped,1,2,2003
10120,34,83.79,76,2848.86,264.86,4/29/2003,S24_2000,Shipped,2,4,2003
10134,43,83.03,76,3570.29,302.29,7/1/2003,S24_2000,Shipped,3,7,2003
10145,47,83.03,76,3902.41,330.41,8/25/2003,S24_2000,Shipped,3,8,2003
10158,22,67.03,76,1474.66,-197.34,10/10/2003,S24_2000,Shipped,4,10,2003
10168,29,75.41,76,2186.89,-17.11,10/28/2003,S24_2000,Shipped,4,10,2003
10180,28,68.55,76,1919.4,-208.6,11/11/2003,S24_2000,Shipped,4,11,2003
10188,40,91.4,76,3656,616,11/18/2003,S24_2000,Shipped,4,11,2003
10201,25,73.88,76,1847,-53,12/1/2003,S24_2000,Shipped,4,12,2003
10210,30,61.7,76,1851,-429,1/12/2004,S24_2000,Shipped,1,1,2004
10223,38,69.31,76,2633.78,-254.22,2/20/2004,S24_2000,Shipped,1,2,2004
10236,36,87.6,76,3153.6,417.6,4/3/2004,S24_2000,Shipped,2,4,2004
10250,32,87.6,76,2803.2,371.2,5/11/2004,S24_2000,Shipped,2,5,2004
10263,37,62.46,76,2311.02,-500.98,6/28/2004,S24_2000,Shipped,2,6,2004
10275,30,79.98,76,2399.4,119.4,7/23/2004,S24_2000,Shipped,3,7,2004
10285,39,70.08,76,2733.12,-230.88,8/27/2004,S24_2000,Shipped,3,8,2004
10297,32,65.51,76,2096.32,-335.68,9/16/2004,S24_2000,Shipped,3,9,2004
10308,47,63.22,76,2971.34,-600.66,10/15/2004,S24_2000,Shipped,4,10,2004
10318,26,86.83,76,2257.58,281.58,11/2/2004,S24_2000,Shipped,4,11,2004
10329,37,94.43,76,3493.91,681.91,11/15/2004,S24_2000,Shipped,4,11,2004
10340,55,79.98,76,4398.9,218.9,11/24/2004,S24_2000,Shipped,4,11,2004
10363,21,100,76,3595.62,1999.62,1/6/2005,S24_2000,Shipped,1,1,2005
10375,23,100,76,2443.29,695.29,2/3/2005,S24_2000,Shipped,1,2,2005
10389,49,81.4,76,3988.6,264.6,3/3/2005,S24_2000,Shipped,1,3,2005
10402,59,87.6,76,5168.4,684.4,4/7/2005,S24_2000,Shipped,2,4,2005
10416,32,87.6,76,2803.2,371.2,5/10/2005,S24_2000,Shipped,2,5,2005
10105,43,100,122,6341.21,1095.21,2/11/2003,S24_2011,Shipped,1,2,2003
10117,41,100,122,5189.78,187.78,4/16/2003,S24_2011,Shipped,2,4,2003
10129,45,100,122,6027.75,537.75,6/12/2003,S24_2011,Shipped,2,6,2003
10142,33,100,122,3366,-660,8/8/2003,S24_2011,Shipped,3,8,2003
10153,40,100,122,5456.4,576.4,9/28/2003,S24_2011,Shipped,3,9,2003
10167,33,100,122,3812.16,-213.84,10/23/2003,S24_2011,Cancelled,4,10,2003
10177,50,100,122,6083,-17,11/7/2003,S24_2011,Shipped,4,11,2003
10185,30,100,122,3170.7,-489.3,11/14/2003,S24_2011,Shipped,4,11,2003
10197,41,100,122,4534.6,-467.4,11/26/2003,S24_2011,Shipped,4,11,2003
10208,35,100,122,4301.15,31.15,1/2/2004,S24_2011,Shipped,1,1,2004
10221,49,100,122,6804.63,826.63,2/18/2004,S24_2011,Shipped,1,2,2004
10232,46,100,122,5652.94,40.94,3/20/2004,S24_2011,Shipped,1,3,2004
10248,48,100,122,6960.48,1104.48,5/7/2004,S24_2011,Cancelled,2,5,2004
10261,36,100,122,4512.6,120.6,6/17/2004,S24_2011,Shipped,2,6,2004
10273,22,100,122,2784.76,100.76,7/21/2004,S24_2011,Shipped,3,7,2004
10283,42,100,122,5316.36,192.36,8/20/2004,S24_2011,Shipped,3,8,2004
10293,21,100,122,2941.89,379.89,9/9/2004,S24_2011,Shipped,3,9,2004
10306,29,100,122,3207.4,-330.6,10/14/2004,S24_2011,Shipped,4,10,2004
10315,35,100,122,4215.05,-54.95,10/29/2004,S24_2011,Shipped,4,10,2004
10326,41,100,122,4333.29,-668.71,11/9/2004,S24_2011,Shipped,4,11,2004
10337,29,71.97,122,2087.13,-1450.87,11/21/2004,S24_2011,Shipped,4,11,2004
10350,34,50.33,122,1711.22,-2436.78,12/2/2004,S24_2011,Shipped,4,12,2004
10372,37,100,122,3910.53,-603.47,1/26/2005,S24_2011,Shipped,1,1,2005
10384,28,80.54,122,2255.12,-1160.88,2/23/2005,S24_2011,Shipped,1,2,2005
10396,49,100,122,5720.75,-257.25,3/23/2005,S24_2011,Shipped,1,3,2005
10414,23,100,122,3335.23,529.23,5/6/2005,S24_2011,On Hold,2,5,2005
10101,46,53.76,44,2472.96,448.96,1/9/2003,S24_2022,Shipped,1,1,2003
10110,39,44.35,44,1729.65,13.65,3/18/2003,S24_2022,Shipped,1,3,2003
10124,22,45.25,44,995.5,27.5,5/21/2003,S24_2022,Shipped,2,5,2003
10149,49,49.28,44,2414.72,258.72,9/12/2003,S24_2022,Shipped,3,9,2003
10162,43,36.29,44,1560.47,-331.53,10/18/2003,S24_2022,Shipped,4,10,2003
10173,27,41.22,44,1112.94,-75.06,11/5/2003,S24_2022,Shipped,4,11,2003
10182,31,36.74,44,1138.94,-225.06,11/12/2003,S24_2022,Shipped,4,11,2003
10193,20,50.62,44,1012.4,132.4,11/21/2003,S24_2022,Shipped,4,11,2003
10205,24,38.08,44,913.92,-142.08,12/3/2003,S24_2022,Shipped,4,12,2003
10214,49,47.94,44,2349.06,193.06,1/26/2004,S24_2022,Shipped,1,1,2004
10227,24,48.38,44,1161.12,105.12,3/2/2004,S24_2022,Shipped,1,3,2004
10244,39,45.25,44,1764.75,48.75,4/29/2004,S24_2022,Shipped,2,4,2004
10255,37,45.7,44,1690.9,62.9,6/4/2004,S24_2022,Shipped,2,6,2004
10280,45,47.49,44,2137.05,157.05,8/17/2004,S24_2022,Shipped,3,8,2004
10289,45,48.38,44,2177.1,197.1,9/3/2004,S24_2022,Shipped,3,9,2004
10304,44,39.42,44,1734.48,-201.52,10/11/2004,S24_2022,Shipped,4,10,2004
10312,23,37.63,44,865.49,-146.51,10/21/2004,S24_2022,Shipped,4,10,2004
10322,30,100,44,3500.1,2180.1,11/4/2004,S24_2022,Shipped,4,11,2004
10332,26,85.52,44,2223.52,1079.52,11/17/2004,S24_2022,Shipped,4,11,2004
10345,43,53.76,44,2311.68,419.68,11/25/2004,S24_2022,Shipped,4,11,2004
10356,26,31.86,44,828.36,-315.64,12/9/2004,S24_2022,Shipped,4,12,2004
10367,28,30.59,44,856.52,-375.48,1/12/2005,S24_2022,Resolved,1,1,2005
10380,27,68.35,44,1845.45,657.45,2/16/2005,S24_2022,Shipped,1,2,2005
10391,24,100,44,4042.08,2986.08,3/9/2005,S24_2022,Shipped,1,3,2005
10421,40,45.7,44,1828,68,5/29/2005,S24_2022,In Process,2,5,2005
10103,36,100,127,3680.28,-891.72,1/29/2003,S24_2300,Shipped,1,1,2003
10114,21,100,127,2925.09,258.09,4/1/2003,S24_2300,Shipped,2,4,2003
10126,27,100,127,3415.77,-13.23,5/28/2003,S24_2300,Shipped,2,5,2003
10140,47,100,127,5105.14,-863.86,7/24/2003,S24_2300,Shipped,3,7,2003
10151,42,100,127,5098.8,-235.2,9/21/2003,S24_2300,Shipped,3,9,2003
10165,32,100,127,4661.76,597.76,10/22/2003,S24_2300,Shipped,4,10,2003
10175,28,100,127,2969.96,-586.04,11/6/2003,S24_2300,Shipped,4,11,2003
10184,24,100,127,3496.32,448.32,11/14/2003,S24_2300,Shipped,4,11,2003
10194,49,100,127,5760.93,-462.07,11/25/2003,S24_2300,Shipped,4,11,2003
10207,46,100,127,6819.04,977.04,12/9/2003,S24_2300,Shipped,4,12,2003
10217,28,100,127,3148.88,-407.12,2/4/2004,S24_2300,Shipped,1,2,2004
10229,48,100,127,5704.32,-391.68,3/11/2004,S24_2300,Shipped,1,3,2004
10246,29,100,127,3520.6,-162.4,5/5/2004,S24_2300,Shipped,2,5,2004
10259,47,100,127,5285.62,-683.38,6/15/2004,S24_2300,Shipped,2,6,2004
10271,43,100,127,5605.05,144.05,7/20/2004,S24_2300,Shipped,3,7,2004
10281,25,100,127,2779.5,-395.5,8/19/2004,S24_2300,Shipped,3,8,2004
10291,48,100,127,5398.08,-697.92,9/8/2004,S24_2300,Shipped,3,9,2004
10305,24,100,127,3189.6,141.6,10/13/2004,S24_2300,Shipped,4,10,2004
10313,42,100,127,5581.8,247.8,10/22/2004,S24_2300,Shipped,4,10,2004
10324,31,100,127,3820.44,-116.56,11/5/2004,S24_2300,Shipped,4,11,2004
10334,42,100,127,5528.04,194.04,11/19/2004,S24_2300,On Hold,4,11,2004
10348,37,100,127,5981.42,1282.42,11/1/2004,S24_2300,Shipped,4,11,2004
10358,41,100,127,5684.65,477.65,12/10/2004,S24_2300,Shipped,4,12,2004
10371,20,100,127,3449.4,909.4,1/23/2005,S24_2300,Shipped,1,1,2005
10382,20,100,127,2654.4,114.4,2/17/2005,S24_2300,Shipped,1,2,2005
10412,70,100,127,8498,-392,5/3/2005,S24_2300,Shipped,2,5,2005
10425,49,100,127,5510.54,-712.46,5/31/2005,S24_2300,In Process,2,5,2005
10108,35,58.87,69,2060.45,-354.55,3/3/2003,S24_2360,Shipped,1,3,2003
10121,32,76.88,69,2460.16,252.16,5/7/2003,S24_2360,Shipped,2,5,2003
10135,29,61.64,69,1787.56,-213.44,7/2/2003,S24_2360,Shipped,3,7,2003
10145,27,60.95,69,1645.65,-217.35,8/25/2003,S24_2360,Shipped,3,8,2003
10159,27,80.34,69,2169.18,306.18,10/10/2003,S24_2360,Shipped,4,10,2003
10169,38,74.11,69,2816.18,194.18,11/4/2003,S24_2360,Shipped,4,11,2003
10180,35,72.03,69,2521.05,106.05,11/11/2003,S24_2360,Shipped,4,11,2003
10190,42,76.19,69,3199.98,301.98,11/19/2003,S24_2360,Shipped,4,11,2003
10211,21,63.72,69,1338.12,-110.88,1/15/2004,S24_2360,Shipped,1,1,2004
10224,37,80.34,69,2972.58,419.58,2/21/2004,S24_2360,Shipped,1,2,2004
10237,26,79.65,69,2070.9,276.9,4/5/2004,S24_2360,Shipped,2,4,2004
10252,47,65.8,69,3092.6,-150.4,5/26/2004,S24_2360,Shipped,2,5,2004
10264,37,65.1,69,2408.7,-144.3,6/30/2004,S24_2360,Shipped,2,6,2004
10276,46,75.49,69,3472.54,298.54,8/2/2004,S24_2360,Shipped,3,8,2004
10285,38,59.56,69,2263.28,-358.72,8/27/2004,S24_2360,Shipped,3,8,2004
10299,33,66.49,69,2194.17,-82.83,9/30/2004,S24_2360,Shipped,3,9,2004
10309,24,56.1,69,1346.4,-309.6,10/15/2004,S24_2360,Shipped,4,10,2004
10319,31,81.73,69,2533.63,394.63,11/3/2004,S24_2360,Shipped,4,11,2004
10330,42,81.03,69,3403.26,505.26,11/16/2004,S24_2360,Shipped,4,11,2004
10341,32,100,69,3307.2,1099.2,11/24/2004,S24_2360,Shipped,4,11,2004
10355,41,70.65,69,2896.65,67.65,12/7/2004,S24_2360,Shipped,4,12,2004
10363,43,61.23,69,2632.89,-334.11,1/6/2005,S24_2360,Shipped,1,1,2005
10375,20,100,69,2046,666,2/3/2005,S24_2360,Shipped,1,2,2005
10390,35,65.13,69,2279.55,-135.45,3/4/2005,S24_2360,Shipped,1,3,2005
10403,27,79.65,69,2150.55,287.55,4/8/2005,S24_2360,Shipped,2,4,2005
10110,43,78.15,90,3360.45,-509.55,3/18/2003,S24_2766,Shipped,1,3,2003
10124,32,72.7,90,2326.4,-553.6,5/21/2003,S24_2766,Shipped,2,5,2003
10148,21,73.6,90,1545.6,-344.4,9/11/2003,S24_2766,Shipped,3,9,2003
10161,20,100,90,2144.6,344.6,10/17/2003,S24_2766,Shipped,4,10,2003
10172,22,74.51,90,1639.22,-340.78,11/5/2003,S24_2766,Shipped,4,11,2003
10182,36,73.6,90,2649.6,-590.4,11/12/2003,S24_2766,Shipped,4,11,2003
10192,46,83.6,90,3845.6,-294.4,11/20/2003,S24_2766,Shipped,4,11,2003
10204,47,96.32,90,4527.04,297.04,12/2/2003,S24_2766,Shipped,4,12,2003
10212,45,88.14,90,3966.3,-83.7,1/16/2004,S24_2766,Shipped,1,1,2004
10227,47,88.14,90,4142.58,-87.42,3/2/2004,S24_2766,Shipped,1,3,2004
10241,47,94.5,90,4441.5,211.5,4/13/2004,S24_2766,Shipped,2,4,2004
10267,38,87.24,90,3315.12,-104.88,7/7/2004,S24_2766,Shipped,3,7,2004
10279,49,79.97,90,3918.53,-491.47,8/9/2004,S24_2766,Shipped,3,8,2004
10288,35,80.87,90,2830.45,-319.55,9/1/2004,S24_2766,Shipped,3,9,2004
10302,49,100,90,5298.86,888.86,10/6/2003,S24_2766,Shipped,4,10,2003
10311,28,93.6,90,2620.8,100.8,10/16/2004,S24_2766,Shipped,4,10,2004
10321,30,72.7,90,2181,-519,11/4/2004,S24_2766,Shipped,4,11,2004
10332,39,86.72,90,3382.08,-127.92,11/17/2004,S24_2766,Shipped,4,11,2004
10346,25,100,90,2876.75,626.75,11/29/2004,S24_2766,Shipped,4,11,2004
10368,40,100,90,4107.2,507.2,1/19/2005,S24_2766,Shipped,1,1,2005
10380,36,37.5,90,1350,-1890,2/16/2005,S24_2766,Shipped,1,2,2005
10407,76,94.5,90,7182,342,4/22/2005,S24_2766,On Hold,2,4,2005
10420,39,100,90,3933.93,423.93,5/29/2005,S24_2766,In Process,2,5,2005
10104,44,39.6,35,1742.4,202.4,1/31/2003,S24_2840,Shipped,1,1,2003
10114,24,30.06,35,721.44,-118.56,4/1/2003,S24_2840,Shipped,2,4,2003
10127,39,38.19,35,1489.41,124.41,6/3/2003,S24_2840,Shipped,2,6,2003
10141,21,42.43,35,891.03,156.03,8/1/2003,S24_2840,Shipped,3,8,2003
10151,30,40.31,35,1209.3,159.3,9/21/2003,S24_2840,Shipped,3,9,2003
10165,27,31.82,35,859.14,-85.86,10/22/2003,S24_2840,Shipped,4,10,2003
10175,37,31.12,35,1151.44,-143.56,11/6/2003,S24_2840,Shipped,4,11,2003
10184,42,31.82,35,1336.44,-133.56,11/14/2003,S24_2840,Shipped,4,11,2003
10195,32,28.29,35,905.28,-214.72,11/25/2003,S24_2840,Shipped,4,11,2003
10207,42,29.7,35,1247.4,-222.6,12/9/2003,S24_2840,Shipped,4,12,2003
10219,21,40.31,35,846.51,111.51,2/10/2004,S24_2840,Shipped,1,2,2004
10229,33,32.88,35,1085.04,-69.96,3/11/2004,S24_2840,Shipped,1,3,2004
10246,49,36.07,35,1767.43,52.43,5/5/2004,S24_2840,Shipped,2,5,2004
10259,31,33.24,35,1030.44,-54.56,6/15/2004,S24_2840,Shipped,2,6,2004
10271,38,41.72,35,1585.36,255.36,7/20/2004,S24_2840,Shipped,3,7,2004
10281,20,40.66,35,813.2,113.2,8/19/2004,S24_2840,Shipped,3,8,2004
10292,39,30.06,35,1172.34,-192.66,9/8/2004,S24_2840,Shipped,3,9,2004
10305,48,31.47,35,1510.56,-169.44,10/13/2004,S24_2840,Shipped,4,10,2004
10314,39,37.13,35,1448.07,83.07,10/22/2004,S24_2840,Shipped,4,10,2004
10324,30,100,35,3338.1,2288.1,11/5/2004,S24_2840,Shipped,4,11,2004
10335,33,37.13,35,1225.29,70.29,11/19/2004,S24_2840,Shipped,4,11,2004
10349,36,37.13,35,1336.68,76.68,12/1/2004,S24_2840,Shipped,4,12,2004
10358,36,82.94,35,2985.84,1725.84,12/10/2004,S24_2840,Shipped,4,12,2004
10371,45,100,35,5545.8,3970.8,1/23/2005,S24_2840,Shipped,1,1,2005
10383,40,100,35,6089.6,4689.6,2/22/2005,S24_2840,Shipped,1,2,2005
10394,46,38.9,35,1789.4,179.4,3/15/2005,S24_2840,Shipped,1,3,2005
10412,30,36.07,35,1082.1,32.1,5/3/2005,S24_2840,Shipped,2,5,2005
10425,31,33.24,35,1030.44,-54.56,5/31/2005,S24_2840,In Process,2,5,2005
10106,49,74.68,68,3659.32,327.32,2/17/2003,S24_2841,Shipped,1,2,2003
10119,41,59.6,68,2443.6,-344.4,4/28/2003,S24_2841,Shipped,2,4,2003
10131,35,67.14,68,2349.9,-30.1,6/16/2003,S24_2841,Shipped,2,6,2003
10143,27,60.97,68,1646.19,-189.81,8/10/2003,S24_2841,Shipped,3,8,2003
10155,23,72.62,68,1670.26,106.26,10/6/2003,S24_2841,Shipped,4,10,2003
10167,21,69.88,68,1467.48,39.48,10/23/2003,S24_2841,Cancelled,4,10,2003
10178,34,80.84,68,2748.56,436.56,11/8/2003,S24_2841,Shipped,4,11,2003
10186,22,69.2,68,1522.4,26.4,11/14/2003,S24_2841,Shipped,4,11,2003
10198,48,67.82,68,3255.36,-8.64,11/27/2003,S24_2841,Shipped,4,11,2003
10209,43,82.21,68,3535.03,611.03,1/9/2004,S24_2841,Shipped,1,1,2004
10222,32,81.53,68,2608.96,432.96,2/19/2004,S24_2841,Shipped,1,2,2004
10249,20,67.82,68,1356.4,-3.6,5/8/2004,S24_2841,Shipped,2,5,2004
10262,24,67.14,68,1611.36,-20.64,6/24/2004,S24_2841,Cancelled,2,6,2004
